id,name,age,sex,address 
1820,Schultz Foster,79,male,Hendersonville - Delaware 
1821,Nannie Whitley,74,female,Maybell - Vermont 
1822,Maddox Russo,57,male,Vowinckel - Kentucky 
1823,Kerr Johns,50,male,Leola - Alabama 
1824,Caitlin Dorsey,68,female,Why - Florida 
1825,Alisha Ross,59,female,Wyano - Oregon 
1826,Hinton Boyd,82,male,Fostoria - Utah 
1827,May Davidson,45,male,Macdona - Georgia 
1828,Gould Lara,77,male,Sylvanite - Kansas 
1829,Black Dunn,36,male,Dale - Alaska 
1830,Lillie Bray,33,female,Suitland - Maine 
1831,Blankenship Spencer,38,male,Wright - North Dakota 
1832,Dean Howe,25,male,Kanauga - Missouri 
1833,Leslie Haynes,54,female,Rivera - New Hampshire 
1834,Jill Norman,78,female,Fairmount - Illinois 
1835,Kasey Gilmore,67,female,Benson - Rhode Island 
1836,Pam Harper,72,female,Calpine - California 
1837,Meadows Emerson,65,male,Stewart - Louisiana 
1838,Whitehead Brewer,66,male,Keyport - Connecticut 
1839,Russo Salazar,62,male,Dalton - South Dakota 
1840,Long Randall,73,male,Deseret - Virginia 
1841,Kelli Macias,38,female,Fairview - Tennessee 
1842,Kathrine Cole,22,female,Thomasville - Washington 
1843,Hardy Cleveland,40,male,Robbins - Michigan 
1844,Helene Avila,30,female,Canby - South Carolina 
1845,Madeline Bonner,53,female,Virgie - Idaho 
1846,Grimes Tanner,70,male,Kerby - Arkansas 
1847,Marisa Peck,29,female,Albrightsville - Mississippi 
1848,Odessa Carter,39,female,Lodoga - Massachusetts 
1849,Marion Paul,70,female,Lewis - New York 
1850,Kelly Torres,41,male,Salvo - Pennsylvania 
1851,Nona Mitchell,65,female,Ironton - Iowa 
1852,Hensley Hebert,56,male,Sterling - New Jersey 
1853,White Frank,62,male,Crayne - North Carolina 
1854,Clarissa Larson,27,female,Noxen - Colorado 
1855,Ruiz Potts,53,male,Dola - Wisconsin 
1856,Wilkins Dominguez,41,male,Clarksburg - Maryland 
1857,Stephens Blackwell,80,male,Sheatown - Texas 
1858,Lucille Chavez,53,female,Lookingglass - Arizona 
1859,Chaney Snider,53,male,Camptown - Wyoming 
1860,Constance Solomon,79,female,Saranap - Nevada 
1861,Walters Cherry,36,male,Delshire - Nebraska 
1862,Florine Martin,32,female,Oceola - Ohio 
1863,Cabrera Burnett,52,male,Bend - North Carolina 
1864,Oconnor Tate,67,male,Hoagland - Hawaii 
1865,Effie Ballard,82,female,Russellville - New Jersey 
1866,Whitley Pope,60,male,Wyano - Nevada 
1867,Hardy Salas,41,male,Delshire - Pennsylvania 
1868,Hooper Leonard,35,male,Springhill - Arkansas 
1869,Selena Mccormick,61,female,Fairforest - New Mexico 
1870,Hester Conley,72,male,Fairhaven - Illinois 
1871,Alice Valentine,33,female,Wescosville - Rhode Island 
1872,Robinson Barnes,33,male,Maybell - Iowa 
1873,Marguerite Smith,60,female,Whitewater - Arizona 
1874,Katharine French,38,female,Virgie - Minnesota 
1875,Shauna Whitley,58,female,Cucumber - Oklahoma 
1876,Prince Leon,26,male,Norwood - Michigan 
1877,Benita Barron,49,female,Belva - California 
1878,Erma Hughes,49,female,Moscow - Maryland 
1879,Kendra Mercer,26,female,Yorklyn - North Dakota 
1880,Kate Ruiz,55,female,Belleview - Washington 
1881,Adrian Cole,22,female,Felt - Virginia 
1882,Maribel Edwards,77,female,Caspar - South Carolina 
1883,Mullen Woods,64,male,Grapeview - Florida 
1884,Mason Briggs,71,male,Berwind - Connecticut 
1885,Elisabeth David,54,female,Crayne - Maine 
1886,Reba Cameron,77,female,Temperanceville - Wyoming 
1887,Rachael Pace,55,female,Munjor - Kentucky 
1888,Acevedo Stafford,42,male,Machias - Vermont 
1889,Myrtle Berry,37,female,Kent - Indiana 
1890,Ratliff Beard,80,male,Riceville - Missouri 
1891,Nina Ashley,59,female,Eggertsville - Georgia 
1892,Benton Best,48,male,Kennedyville - Utah 
1893,Annie Wallace,58,female,Chalfant - Mississippi 
1894,Shepard Travis,32,male,Irwin - New Hampshire 
1895,Cathy Neal,47,female,Linwood - Wisconsin 
1896,Carole Foley,76,female,Omar - Ohio 
1897,Madeleine Russo,42,female,Torboy - Montana 
1898,Bessie Coleman,18,female,Coyote - Louisiana 
1899,Guzman Nicholson,38,male,Herlong - West Virginia 
1900,Marietta Sanders,20,female,Churchill - Colorado 
1901,Nunez Phelps,50,male,Kraemer - Massachusetts 
1902,Hallie Wilkinson,52,female,Williston - Delaware 
1903,Haley Chavez,31,female,Lewis - Oregon 
1904,Holmes Dawson,30,male,Makena - South Dakota 
1905,Houston Mueller,35,male,Chical - Nebraska 
1906,Atkinson Barrera,63,male,Hendersonville - Idaho 
1907,Ina Bartlett,52,female,Jessie - Alaska 
1908,Lindsey Alvarado,65,male,Cornucopia - Kansas 
1909,Yang Richmond,26,male,Deseret - Tennessee 
1910,Darlene Maynard,22,female,Enoree - Texas 
1911,Burton Hopkins,62,male,Outlook - Alabama 
1912,Dillard Weaver,21,male,Sugartown - Maine 
1913,Cassandra Blackburn,19,female,Loomis - Missouri 
1914,Caitlin Herman,22,female,Osmond - Idaho 
1915,Hopkins Wall,19,male,Bethpage - New York 
1916,Bethany Solis,31,female,Detroit - Alaska 
1917,Sims Delacruz,58,male,Churchill - Montana 
1918,Clarke Dotson,77,male,Waterford - Louisiana 
1919,Herminia Booker,35,female,Boyd - Ohio 
1920,Michael Fitzpatrick,38,male,Stockwell - Minnesota 
1921,Conley Alston,56,male,Snyderville - Wyoming 
1922,Katie Kirkland,23,female,Fredericktown - New Hampshire 
1923,Therese Gay,21,female,Elrama - Washington 
1924,Cindy Bailey,56,female,Gardiner - Iowa 
1925,Cherie Stevens,34,female,Comptche - South Dakota 
1926,Linda Schultz,75,female,Cotopaxi - California 
1927,Cara Brooks,49,female,Yettem - Florida 
1928,Erica Green,31,female,Hachita - New Mexico 
1929,Glass Humphrey,60,male,Lupton - Mississippi 
1930,Harriett Payne,22,female,Starks - North Carolina 
1931,Mckenzie Osborne,66,male,Deercroft - Kansas 
1932,Kristen Giles,51,female,Rockhill - Tennessee 
1933,Conrad Roth,32,male,Brooktrails - Utah 
1934,Flossie Vaughn,52,female,Marshall - Oklahoma 
1935,Mcmahon House,26,male,Coalmont - Alabama 
1936,Margaret Massey,67,female,Waterloo - New Jersey 
1937,Kaitlin Ingram,21,female,Ernstville - Wisconsin 
1938,Daisy Burns,28,female,Imperial - Hawaii 
1939,Charmaine Gutierrez,27,female,Edinburg - Vermont 
1940,Garza Blair,69,male,Morgandale - Virginia 
1941,Celina Rios,45,female,Keyport - Nevada 
1942,Cameron Kidd,47,male,Charco - Maryland 
1943,Tillman Rush,81,male,Highland - Kentucky 
1944,Sabrina Carson,53,female,Gouglersville - North Dakota 
1945,Lucile Goodwin,72,female,Muir - Colorado 
1946,Murphy Hill,55,male,Loma - Oregon 
1947,Callie Hogan,51,female,Movico - Michigan 
1948,Bette Gould,23,female,Chase - Nebraska 
1949,Rachelle Wyatt,36,female,Glidden - Massachusetts 
1950,Kirk Frye,37,male,Sehili - Rhode Island 
1951,Carey Bradford,37,male,Bedias - West Virginia 
1952,Elaine Miranda,37,female,Hoagland - South Carolina 
1953,Ellen Parks,69,female,Libertytown - Connecticut 
1954,Selma Henson,39,female,Motley - Arizona 
1955,Kelly Brady,56,male,Kilbourne - Arkansas 
1956,Sonja Ruiz,57,female,Aguila - Delaware 
1957,Albert Hayes,38,male,Marne - Indiana 
1958,Lottie Potts,60,female,Rossmore - Texas 
1959,Jones Holden,51,male,Rose - Pennsylvania 
1960,Mccormick Barr,45,male,Fowlerville - Georgia 
1961,Cain Austin,35,male,Maplewood - Massachusetts 
1962,Mitchell Harvey,62,male,Warren - Virginia 
1963,Prince Charles,20,male,Aguila - Mississippi 
1964,Leon Horton,76,male,Grahamtown - Nevada 
1965,Victoria Sanders,64,female,Clarktown - California 
1966,Theresa Pugh,82,female,Soudan - Minnesota 
1967,Lott Shields,30,male,Kidder - Hawaii 
1968,Gould Villarreal,71,male,Dixie - Texas 
1969,Marci Rowland,29,female,Orviston - South Carolina 
1970,Martha Cummings,79,female,Alden - Michigan 
1971,Leann Stanton,59,female,Virgie - Delaware 
1972,Stuart Massey,55,male,Mapletown - Maryland 
1973,Chavez Christensen,64,male,Imperial - Alabama 
1974,Rachelle Fox,32,female,Fairlee - Kentucky 
1975,Terra Jacobs,73,female,Laurelton - North Carolina 
1976,Hillary Mccarty,27,female,Bowmansville - Illinois 
1977,Kelly Barrera,21,male,Berwind - New Mexico 
1978,Greene Alston,68,male,Rosedale - Nebraska 
1979,Ortiz Ruiz,19,male,Ballico - New York 
1980,Shannon Sutton,35,male,Venice - Utah 
1981,Case Vaughn,43,male,Unionville - Rhode Island 
1982,Coleen Taylor,30,female,Templeton - Indiana 
1983,Polly Obrien,61,female,Fairhaven - Kansas 
1984,Gutierrez Mcintosh,53,male,Darbydale - Colorado 
1985,Potter Terrell,34,male,Axis - Oregon 
1986,Conway Pickett,56,male,Singer - Oklahoma 
1987,Letitia Gonzales,30,female,Keller - South Dakota 
1988,Lucile Macias,58,female,Gardners - Maine 
1989,Angeline Miranda,63,female,Jugtown - New Hampshire 
1990,Foster Rocha,27,male,Stewartville - Missouri 
1991,Phelps Bullock,36,male,Hackneyville - Idaho 
1992,Howell Blake,82,male,Ebro - Wyoming 
1993,Chen Stark,30,male,Edinburg - Florida 
1994,Pat Spence,27,female,Cleary - West Virginia 
1995,Lily William,31,female,Como - Washington 
1996,Sheila Webster,63,female,Loyalhanna - Arkansas 
1997,Christy Langley,71,female,Hegins - Iowa 
1998,Queen Savage,80,female,Freelandville - Arizona 
1999,Denise Mayo,24,female,Lowell - Tennessee 
2000,Terry Zamora,21,male,Deputy - Alaska 
2001,Sonia Norton,43,female,Brogan - Ohio 
2002,Sadie Snow,81,female,Dola - Montana 
2003,Leola Cameron,76,female,Kerby - Pennsylvania 
2004,Olga Heath,28,female,Valle - Louisiana 
2005,Guerrero Logan,72,male,Grill - Georgia 
2006,Zelma Haley,47,female,Saticoy - Wisconsin 
2007,Cheryl Warren,61,female,Winston - Vermont 
2008,Frazier Carey,61,male,Epworth - North Dakota 
2009,Mccarthy Nieves,62,male,Grazierville - New Jersey 
2010,Ivy Reed,50,female,Avalon - Utah 
2011,Manning Kirby,40,male,Gallina - Nebraska 
2012,Michael Barry,32,male,Grahamtown - Illinois 
2013,Dorthy Marquez,74,female,Bluetown - Florida 
2014,Mccarthy Rich,29,male,Murillo - North Carolina 
2015,Atkinson Taylor,37,male,Draper - Massachusetts 
2016,Wilcox Bolton,23,male,Croom - Virginia 
2017,Guthrie Mooney,20,male,Jacumba - Colorado 
2018,Vazquez Bauer,18,male,Brantleyville - Montana 
2019,Alston Franklin,36,male,Sexton - Pennsylvania 
2020,Richmond Morgan,68,male,Gardners - Kansas 
2021,Julie Jenkins,61,female,Oceola - Hawaii 
2022,Vaughan Mays,63,male,Kent - Missouri 
2023,Deena Holden,77,female,Durham - Nevada 
2024,Hinton Keith,63,male,Trexlertown - Delaware 
2025,Jimmie Porter,58,female,Terlingua - Connecticut 
2026,Ellen Conway,81,female,Laurelton - South Dakota 
2027,Johnston Richards,62,male,Derwood - West Virginia 
2028,Alberta King,24,female,Catherine - Tennessee 
2029,Berg Hubbard,77,male,Finzel - Rhode Island 
2030,Franco Clay,55,male,Fairhaven - Iowa 
2031,Becky Head,42,female,Harrison - Ohio 
2032,Brianna Burt,45,female,Riegelwood - Alaska 
2033,Elnora Burch,41,female,Belfair - Maryland 
2034,Deann Morin,69,female,Hoagland - California 
2035,Augusta Hudson,54,female,Springdale - Minnesota 
2036,Alexandria Bowman,82,female,Tyhee - Michigan 
2037,Meghan French,57,female,Torboy - Arkansas 
2038,Sloan Buckley,61,male,Elliott - New Hampshire 
2039,Robbins Simon,63,male,Brandywine - Washington 
2040,Carey Foreman,61,male,Cornucopia - Vermont 
2041,Brock Cunningham,64,male,Chical - Oregon 
2042,Galloway Mack,78,male,Kingstowne - South Carolina 
2043,Camille Joyner,66,female,Gibsonia - New Mexico 
2044,Reyna Moran,82,female,Matthews - Kentucky 
2045,Willis Garza,71,male,Dunbar - Maine 
2046,Vang Kemp,36,male,Loveland - Wyoming 
2047,Shanna Riley,75,female,Sehili - Arizona 
2048,Lewis Rosa,49,male,Freeburn - Mississippi 
2049,Penelope Ferrell,52,female,Hollins - New York 
2050,Rebekah Gardner,40,female,Manchester - North Dakota 
2051,Selma Fernandez,31,female,Suitland - Louisiana 
2052,Logan Key,55,male,Guilford - Texas 
2053,Marquez Hatfield,26,male,Allamuchy - Wisconsin 
2054,Debra Willis,30,female,Flintville - New Jersey 
2055,Serrano Britt,68,male,Allentown - Indiana 
2056,Sonia Schultz,59,female,Wildwood - Oklahoma 
2057,Gonzales Richmond,67,male,Lawrence - Georgia 
2058,Brandi Perez,28,female,Fontanelle - Alabama 
2059,Briggs Chan,58,male,Wacissa - Pennsylvania 
2060,Leonard Morgan,32,male,Ironton - New Jersey 
2061,Morin Lynn,45,male,Cecilia - Texas 
2062,Mildred Hess,34,female,Farmers - Utah 
2063,Rowe Brennan,68,male,Knowlton - Idaho 
2064,Chris Church,55,female,Canoochee - Ohio 
2065,Toni Hayden,73,female,Biddle - Wyoming 
2066,Harmon Hickman,29,male,Camino - Nebraska 
2067,Butler Pace,29,male,Yettem - Kentucky 
2068,Rebekah Kennedy,61,female,Thermal - Delaware 
2069,Torres Mckenzie,36,male,Greensburg - South Carolina 
2070,Rosie Russell,21,female,Bascom - Michigan 
2071,Velez Roberts,44,male,Rivereno - Colorado 
2072,Harrington Key,21,male,Norris - Maryland 
2073,Espinoza Sullivan,66,male,Bannock - Kansas 
2074,Elsa Rivers,78,female,Flintville - New York 
2075,Tamika Newton,24,female,Wedgewood - Wisconsin 
2076,Cobb Duncan,54,male,Caln - Massachusetts 
2077,Lora Drake,51,female,Bainbridge - Hawaii 
2078,Castro Rodgers,37,male,Welda - Arkansas 
2079,Campbell Romero,58,male,Highland - Indiana 
2080,Peterson Gordon,32,male,Chesapeake - South Dakota 
2081,Maribel King,59,female,Belvoir - Vermont 
2082,Riddle Donovan,23,male,Brooktrails - Connecticut 
2083,Marianne Foley,33,female,Downsville - Rhode Island 
2084,Tanisha Rivera,21,female,Florence - California 
2085,Leanne Soto,41,female,Inkerman - Georgia 
2086,Miranda Bray,31,female,Oceola - Oklahoma 
2087,Mitchell Bradshaw,46,male,Berlin - New Mexico 
2088,Lorie Goff,74,female,Eastvale - Illinois 
2089,Melody Roberson,21,female,Bartonsville - North Carolina 
2090,Lorrie West,35,female,Wakulla - Missouri 
2091,Aurelia Walters,46,female,Oley - Alabama 
2092,Lula Dyer,58,female,Maury - Minnesota 
2093,Farley Holmes,75,male,Bentley - Arizona 
2094,Ramirez Leach,31,male,Bentonville - New Hampshire 
2095,Gardner Cherry,77,male,Montura - Alaska 
2096,Mckee Hanson,45,male,Chilton - Maine 
2097,Carolina Lynch,77,female,Bordelonville - Florida 
2098,May Melton,66,male,Dante - Washington 
2099,Willa Sanders,25,female,Sparkill - Tennessee 
2100,Latoya Stuart,73,female,Marbury - West Virginia 
2101,Snider Vasquez,48,male,Coinjock - Nevada 
2102,Kenya Ferguson,69,female,Collins - Mississippi 
2103,Guadalupe Puckett,21,female,Drytown - Oregon 
2104,Nicholson Ellis,51,male,Nipinnawasee - Iowa 
2105,Letitia Merrill,53,female,Bend - Montana 
2106,Avery Neal,17,male,Boling - North Dakota 
2107,Beach Valenzuela,62,male,Blodgett - Virginia 
2108,Aileen Gallagher,28,female,Whitewater - Iowa 
2109,Mueller Mayo,51,male,Woodlake - North Dakota 
2110,Johns Gill,53,male,Lund - New York 
2111,Zelma Middleton,52,female,Bergoo - Ohio 
2112,Vonda Horne,55,female,Broadlands - Tennessee 
2113,Jerry French,43,female,Eastvale - Texas 
2114,Larsen Frazier,75,male,Grapeview - Montana 
2115,Winnie Graham,63,female,Hall - Minnesota 
2116,Sweeney Ware,45,male,Mammoth - South Carolina 
2117,Preston Mcgowan,54,male,Bonanza - Arizona 
2118,Keller Carson,53,male,Cavalero - West Virginia 
2119,Stephens Webb,25,male,Oasis - Mississippi 
2120,Simmons Hardin,69,male,Trinway - Colorado 
2121,Durham Barnes,81,male,Gardners - Wisconsin 
2122,Horn Roberson,40,male,Hayes - Virginia 
2123,Lawson Nunez,27,male,Sultana - Indiana 
2124,Bradshaw Gibson,43,male,Wildwood - South Dakota 
2125,Lynette Pugh,51,female,Jacumba - Louisiana 
2126,Bowman Cooper,69,male,Mahtowa - Pennsylvania 
2127,Kathy Shields,31,female,Waterford - Delaware 
2128,Jenny Hampton,34,female,Guilford - Massachusetts 
2129,Fields Schroeder,72,male,Clayville - Maine 
2130,Lopez Meadows,58,male,Vincent - New Jersey 
2131,Levine Burnett,20,male,Frierson - Nebraska 
2132,Hogan Garcia,78,male,Heil - Utah 
2133,Cole Hood,36,male,Tyro - Missouri 
2134,Mcgowan Cleveland,57,male,Soudan - Illinois 
2135,Becky Wong,21,female,Rosedale - Washington 
2136,Natasha Gentry,32,female,Whitmer - Hawaii 
2137,Sargent Collier,62,male,Klagetoh - Kentucky 
2138,Fleming Johnston,35,male,Chase - Oklahoma 
2139,Pate Stewart,66,male,Elizaville - Vermont 
2140,Heidi Hahn,69,female,Camptown - Maryland 
2141,Darcy Neal,57,female,Canoochee - New Hampshire 
2142,Branch Calhoun,74,male,Sugartown - Arkansas 
2143,Sonja Lawson,66,female,Boyd - Alabama 
2144,Webster Bender,26,male,Umapine - Idaho 
2145,Freida Williams,53,female,Keller - Georgia 
2146,Cain Harrington,71,male,Wheatfields - Florida 
2147,Bonita Hatfield,65,female,Maybell - Nevada 
2148,Leigh Ford,50,female,Bend - Oregon 
2149,Sanchez Hendricks,31,male,Gordon - Kansas 
2150,Ursula Atkinson,57,female,Beason - Alaska 
2151,Lottie Christian,46,female,Shaft - Connecticut 
2152,Hatfield Cain,79,male,Iola - New Mexico 
2153,Delacruz Barry,53,male,Elliott - North Carolina 
2154,Velez Barrett,79,male,Lookingglass - Michigan 
2155,Roberson Jones,69,male,Centerville - Rhode Island 
2156,Erickson Long,75,male,Worcester - California 
2157,Molina Dickson,69,male,Dyckesville - Minnesota 
2158,Billie Cardenas,77,female,Goodville - New Jersey 
2159,Patrica Smith,50,female,Rivera - Connecticut 
2160,Peggy Haynes,57,female,Lookingglass - Arkansas 
2161,Moreno Rodgers,49,male,Day - Wyoming 
2162,Lottie Carroll,80,female,Floriston - Iowa 
2163,Tanya Cantrell,66,female,Albany - California 
2164,Simone Calhoun,76,female,Elliston - Utah 
2165,Angelia Horton,59,female,Charco - Massachusetts 
2166,Vilma Barnes,82,female,Trona - New Mexico 
2167,Kristine Cobb,69,female,Ebro - Ohio 
2168,Agnes Simmons,28,female,Lindisfarne - Alaska 
2169,Abby Baxter,20,female,Rosewood - New Hampshire 
2170,Barlow Benjamin,45,male,Farmers - Michigan 
2171,Townsend Holloway,59,male,Homestead - Illinois 
2172,Marie Delacruz,76,female,Rosine - Colorado 
2173,Bray Dillon,54,male,Summerfield - South Dakota 
2174,Huffman Curry,43,male,Jamestown - North Carolina 
2175,Foley Harrison,79,male,Fairmount - Maryland 
2176,Sawyer Forbes,63,male,Durham - Wisconsin 
2177,Dana Cummings,50,female,Deputy - Louisiana 
2178,Sabrina Cervantes,18,female,Alderpoint - Nevada 
2179,Alford Winters,17,male,Toftrees - Kentucky 
2180,Soto Buckley,47,male,Lopezo - Vermont 
2181,Holmes Wynn,55,male,Vowinckel - Oregon 
2182,Glass Quinn,47,male,Wanship - Hawaii 
2183,Bonner Nicholson,42,male,Madaket - Idaho 
2184,Lillie Adams,46,female,Highland - Florida 
2185,Lynn Dawson,69,female,Grill - Pennsylvania 
2186,Ramos Garrison,38,male,Salix - Maine 
2187,Susanne Holcomb,47,female,Sims - Kansas 
2188,Cain Pruitt,22,male,Smock - Arizona 
2189,Mcbride Harper,41,male,Muir - Montana 
2190,Weiss Benson,19,male,Neibert - New York 
2191,Estella Figueroa,54,female,Aberdeen - Delaware 
